C�digo Barra,C�digo Reduzido,Descri��o,Unidade Medida,Categoria,Setor,Pre�o de Venda Unit�rio R$,Classificacao Fiscal / NCM,CST ICMS Sa�da,CEST,CFOP Estadual,Al�quota ICMS,Al�quota de PIS,CST PIS Sa�da,Al�quota de COFINS,CST COFINS Sa�da,Enviar para Balan�a,,,,,,,,,,
|7891000084687|,-,AVEIA EM FLOCOS NESTLE 170G,UN,MERCEARIA SECA,02 REVENDA,5,8000,1104.12.00 - GRAOS DE AVEIA,ESMAGADOS OU EM FLOCOS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,
|7898910566159|,363,VELA CLARI LUZ PALITO,UN,CONVENIENCIA,02 REVENDA,5,5000,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566142|,363,VELA CLARI LUZ PALITO,UN,CONVENIENCIA,02 REVENDA,5,5000,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566135|,363,VELA CLARI LUZ PALITO,UN,CONVENIENCIA,02 REVENDA,5,5000,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891000104255|,-,BISC PASSATEMPO RECHEADO CHOCOLATE 130G,UN,MERCEARIA SECA,02 REVENDA,4,5000,1905.31.00 - BOLACHAS E BISCOITOS,ADICIONADOS DE EDULCORANTES,60,17.053.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7891000265468|,-,BISC PASSATEMPO RECHEADO CHOCOLATE 130G,UN,MERCEARIA SECA,02 REVENDA,4,5000,1905.31.00 - BOLACHAS E BISCOITOS,ADICIONADOS DE EDULCORANTES,60,17.053.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7891000259405|,-,BISC PASSATEMPO RECHEADO CHOCOLATE 130G,UN,MERCEARIA SECA,02 REVENDA,4,5000,1905.31.00 - BOLACHAS E BISCOITOS,ADICIONADOS DE EDULCORANTES,60,17.053.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7891000245521|,-,BISC PASSATEMPO RECHEADO CHOCOLATE 130G,UN,MERCEARIA SECA,02 REVENDA,4,5000,1905.31.00 - BOLACHAS E BISCOITOS,ADICIONADOS DE EDULCORANTES,60,17.053.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
|7891000241356|,-,BISC PASSATEMPO RECHEADO CHOCOLATE 130G,UN,MERCEARIA SECA,02 REVENDA,4,5000,1905.31.00 - BOLACHAS E BISCOITOS,ADICIONADOS DE EDULCORANTES,60,17.053.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7891008168839|,-,CHOC GAROTO CROCANTE 90G,UN,BOMBONIERE,02 REVENDA,7,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7897395010119|,-,CERV ITAIPAVA PREMIUM LN 355ML,UN,BEBIDAS,02 REVENDA,5,6000,2203.00.00 - CERVEJAS,60,03.021.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,,
|7891200294466|,-,COLA SUPER BONDER 3G,UN,MERCEARIA ESPECIAL,02 REVENDA,7,5000,3506.10.10 - PRODS.UTIL.COMO COLAS,ADESIVOS,DE CIANOACRILATOS,P<=1KG,60,28.063.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,
|7896110100043|,-,SAL 1KG,UN,MERCEARIA SECA,02 REVENDA,3,8000,2501.00.11 - SAL MARINHO ( NVE ),60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896110100029|,-,SAL 1KG,UN,MERCEARIA SECA,02 REVENDA,3,8000,2501.00.11 - SAL MARINHO ( NVE ),60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896430500059|,-,SAL 1KG,UN,MERCEARIA SECA,02 REVENDA,3,8000,2501.00.11 - SAL MARINHO ( NVE ),60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896244138875|,-,SAL 1KG,UN,MERCEARIA SECA,02 REVENDA,3,8000,2501.00.11 - SAL MARINHO ( NVE ),60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898945660211|,-,STROOPWAFEL MOINHO WAFERS 28.5G,UN,MERCEARIA SECA,02 REVENDA,3,2000,1905.32.00 - WAFLES E WAFERS,60,17.057.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898945660198|,-,STROOPWAFEL MOINHO WAFERS 28.5G,UN,MERCEARIA SECA,02 REVENDA,3,2000,1905.32.00 - WAFLES E WAFERS,60,17.057.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896009301162|,-,PATE DE PRESUNTO 100G SADIA,UN,MERCEARIA SECA,02 REVENDA,4,8000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7893000004757|,-,PATE DE PRESUNTO 100G SADIA,UN,MERCEARIA SECA,02 REVENDA,4,8000,1601.00.00 - DERIV DE CARNES E AQUAT,60,17.076.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|78907485|,-,CHOC TALENTO CEREAIS E PASSAS 25G,UN,BOMBONIERE,02 REVENDA,4,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|78907492|,-,CHOC TALENTO AMENDOAS 25G,UN,BOMBONIERE,02 REVENDA,4,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7891000102008|,-,CHOC NESTLE GALAK 25G,UN,BOMBONIERE,02 REVENDA,4,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000321652|,-,CHOC NESTLE GALAK 25G,UN,BOMBONIERE,02 REVENDA,4,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000248065|,-,CHOC NESTLE GALAK 25G,UN,BOMBONIERE,02 REVENDA,4,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891000107607|,-,CHOC NESTLE GALAK 25G,UN,BOMBONIERE,02 REVENDA,4,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7622210833389|,-,BIS BLACK 100,8G,UN,BOMBONIERE,02 REVENDA,9,3000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,
|7899270100557|,364,VELA CLARI LUZ JUPITER,UN,CONVENIENCIA,02 REVENDA,7,9000,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566814|,365,VELA CLARI LUZ PAVIO MAGICO,UN,CONVENIENCIA,02 REVENDA,4,9500,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566807|,365,VELA CLARI LUZ PAVIO MAGICO,UN,CONVENIENCIA,02 REVENDA,4,9500,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566791|,365,VELA CLARI LUZ PAVIO MAGICO,UN,CONVENIENCIA,02 REVENDA,4,9500,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566784|,365,VELA CLARI LUZ PAVIO MAGICO,UN,CONVENIENCIA,02 REVENDA,4,9500,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566838|,365,VELA CLARI LUZ PAVIO MAGICO,UN,CONVENIENCIA,02 REVENDA,4,9500,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566777|,365,VELA CLARI LUZ PAVIO MAGICO,UN,CONVENIENCIA,02 REVENDA,4,9500,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566364|,369,VELA CLARI LUZ PARABENS,UN,CONVENIENCIA,02 REVENDA,7,9000,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566357|,369,VELA CLARI LUZ PARABENS,UN,CONVENIENCIA,02 REVENDA,7,9000,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898910566210|,369,VELA CLARI LUZ PARABENS,UN,CONVENIENCIA,02 REVENDA,7,9000,3406.00.00 - PROD CONVENIENCIA,60,28.056.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7898629572113|,-,HARIBO URSINHOS 80G,UN,BOMBONIERE,02 REVENDA,7,9500,1704.90.20 - BALAS,0,28.062.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7898629572021|,-,HARIBO URSINHOS 80G,UN,BOMBONIERE,02 REVENDA,7,9500,1704.90.20 - BALAS,0,28.062.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7898629571703|,-,HARIBO URSINHOS 80G,UN,BOMBONIERE,02 REVENDA,7,9500,1704.90.20 - BALAS,0,28.062.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7898629571383|,-,HARIBO URSINHOS 80G,UN,BOMBONIERE,02 REVENDA,7,9500,1704.90.20 - BALAS,0,28.062.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|8426617002510|,-,HARIBO URSINHOS 80G,UN,BOMBONIERE,02 REVENDA,7,9500,1704.90.20 - BALAS,0,28.062.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7898629571208|,-,HARIBO URSINHOS 80G,UN,BOMBONIERE,02 REVENDA,7,9500,1704.90.20 - BALAS,0,28.062.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7898629571918|,-,HARIBO CHAMALLOWS BARBECUE 80G,UN,BOMBONIERE,02 REVENDA,7,9500,1704.90.90 - DOCES E CONFEITARIA,0,28.062.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
|7898629570294|,-,HARIBO CHAMALLOWS BARBECUE 80G,UN,BOMBONIERE,02 REVENDA,7,9500,1704.90.90 - DOCES E CONFEITARIA,0,28.062.00,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,18,1,650,1,7,600,1,-,,,,,,,
,,,,,,,,2106.90.90 - OUTROS PREPARACOES ALIMENTICIAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,-,,,,,,,
|8992760223022|,-,BISCOITO OREO CHOC 29,4G,UN,MERCEARIA SECA,02 REVENDA,3,400,1905.31.00 - BOLACHAS E BISCOITOS,ADICIONADOS DE EDULCORANTES,60,17.053.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7896004006284|,-,PRINGLES QUEIJO 109G,UN,MERCEARIA ESPECIAL,02 REVENDA,17,8000,1905.90.90 - PAES, BOLOS, BOLACHAS,60,17.031.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891098040749|,-,CHA MATTE LEAO LIMAO 450ML,UN,BEBIDAS,02 REVENDA,5,4000,2202.10.00 - SUCOS / CHAS / ENERG,60,17.111.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,,
|7891008127409|,-,CHOC TALENTO DOCE DE LEITE 85G,UN,BOMBONIERE,02 REVENDA,10,9000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891008121636|,-,CHOC TALENTO DOCE DE LEITE 85G,UN,BOMBONIERE,02 REVENDA,10,9000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7891008121629|,-,CHOC TALENTO DOCE DE LEITE 85G,UN,BOMBONIERE,02 REVENDA,10,9000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7622210163899|,-,CHOCOLATE MILKA CONFETTI 100G,UN,BOMBONIERE,02 REVENDA,15,8000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,17.002.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7898931327258|,-,PAO DE QUEIJO SABOR PAULISTA 1KG,UN,CONVENIENCIA,02 REVENDA,21,6000,1905.90.90 - PAES, BOLOS, BOLACHAS,60,28.062.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
,,,,,,,,1905.90.90 - PAES, BOLOS, BOLACHAS,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,
|7898080640031|,-,LEITE UHT INTEGRAL ITALAC 1L,UN,LEITES,02 REVENDA,7,8000,0401.20.10 - LEITE UHT,1% MATERIA GORDA 6%,NAO CONCENTRADO,N ADOC.,60,17.016.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,
|7898080640017|,-,LEITE UHT INTEGRAL ITALAC 1L,UN,LEITES,02 REVENDA,7,8000,0401.20.10 - LEITE UHT,1% MATERIA GORDA 6%,NAO CONCENTRADO,N ADOC.,60,17.016.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,
|7898080640611|,-,LEITE UHT INTEGRAL ITALAC 1L,UN,LEITES,02 REVENDA,7,8000,0401.20.10 - LEITE UHT,1% MATERIA GORDA 6%,NAO CONCENTRADO,N ADOC.,60,17.016.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,6,7,600,6,-,,
|7891098040855|,-,ICE TEA LEAO LIMAO 1,5L,UN,BEBIDAS,02 REVENDA,11,5000,2202.10.00 - SUCOS / CHAS / ENERG,60,17.111.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,
|7891098000576|,-,ICE TEA LEAO LIMAO 1,5L,UN,BEBIDAS,02 REVENDA,11,5000,2202.10.00 - SUCOS / CHAS / ENERG,60,17.111.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,
|7891048050262|,-,GELATINA MORANGO DR OETKER 20G,UN,MERCEARIA SECA,02 REVENDA,2,5000,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891048046654|,-,GELATINA MORANGO DR OETKER 20G,UN,MERCEARIA SECA,02 REVENDA,2,5000,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891048050668|,-,GELATINA MORANGO DR OETKER 20G,UN,MERCEARIA SECA,02 REVENDA,2,5000,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896006744115|,41363,FEIJAO CARIOCA 1KG CAMIL,UN,MERCEARIA SECA,02 REVENDA,12,8000,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896200115346|,41363,FEIJAO CARIOCA 1KG CAMIL,UN,MERCEARIA SECA,02 REVENDA,12,8000,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896290300714|,-,ARROZ PRATO FINO 1KG,UN,MERCEARIA SECA,02 REVENDA,7,9500,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896290300189|,-,ARROZ PRATO FINO 1KG,UN,MERCEARIA SECA,02 REVENDA,7,9500,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7896080902043|,222,FOSFORO CAIXINHA,UN,TABACARIA,02 REVENDA,0,8000,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
|7891098040848|,-,ICE TEA LEAO LIMAO 450ML,UN,BEBIDAS,02 REVENDA,5,4000,2202.10.00 - SUCOS / CHAS / ENERG,60,17.111.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,,
|7891098040893|,-,ICE TEA LEAO PESSEGO 450ML,UN,BEBIDAS,02 REVENDA,5,4000,2202.10.00 - SUCOS / CHAS / ENERG,60,17.111.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,,
|7891098040602|,-,ICE TEA LEAO PESSEGO 450ML,UN,BEBIDAS,02 REVENDA,5,4000,2202.10.00 - SUCOS / CHAS / ENERG,60,17.111.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,,
|7896004400075|,-,LEITE DE COCO SOCOCO 200ML,UN,MERCEARIA SECA,02 REVENDA,8,8000,3406.00.00 - PROD CONVENIENCIA,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,,,
,,,,,,,,1704.90.90 - DOCES E CONFEITARIA,0,-,5.102 - VENDA DE MERCADORIA ADQUIRIDA OU RECEBIDA DE TERCEIROS,3.2,1,650,1,7,600,1,Sim,,,,,,,
|7622210936707|,-,CHOC LACTA LAKA OREO 80G,UN,BOMBONIERE,02 REVENDA,10,6000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7622210936677|,-,CHOC LACTA LAKA OREO 80G,UN,BOMBONIERE,02 REVENDA,10,6000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7622210674357|,-,CHOC LACTA LAKA OREO 80G,UN,BOMBONIERE,02 REVENDA,10,6000,1806.31.10 - CHOCOLATE RECHEADO,EM TABLETES,BARRAS E PAUS,60,-,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7896102500608|,-,MILHO VERDE QUERO LATA 200G,UN,MERCEARIA SECA,02 REVENDA,5,5000,2005.80.00 - MILHO DOCE,PREPARADO OU CONSERVADO,NAO CONGELADO,60,17.035.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,1,650,1,7,600,1,-,,,
|7897395010164|,-,CERV ITAIPAVA MALZBIER LN,UN,BEBIDAS,02 REVENDA,6,2000,2203.00.00 - CERVEJAS,60,03.021.00,5.405 - VENDA DE MERCADORIA, ADQUIRIDA OU RECEBIDA DE TERCEIROS, SUJ,0,0,0,4,0,0,4,-,,,,,
